Short_Name	Full_Name
B14005m19	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Enrolled in school: Unemployed: Population 16 to 19 years -- (Margin of Error)
B14005e20	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Enrolled in school: Not in labor force: Population 16 to 19 years -- (Estimate)
B14005m20	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Enrolled in school: Not in labor force: Population 16 to 19 years -- (Margin of Error)
B14005e21	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Population 16 to 19 years -- (Estimate)
B14005m21	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Population 16 to 19 years -- (Margin of Error)
B14005e22	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: High school graduate (includes equivalency): Population 16 to 19 years -- (Estimate)
B14005m22	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: High school graduate (includes equivalency): Population 16 to 19 years -- (Margin of Error)
B14005e23	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: High school graduate (includes equivalency): Employed: Population 16 to 19 years -- (Estimate)
B14005m23	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: High school graduate (includes equivalency): Employed: Population 16 to 19 years -- (Margin of Error)
B14005e24	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: High school graduate (includes equivalency): Unemployed: Population 16 to 19 years -- (Estimate)
B14005m24	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: High school graduate (includes equivalency): Unemployed: Population 16 to 19 years -- (Margin of Error)
B14005e25	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: High school graduate (includes equivalency): Not in labor force: Population 16 to 19 years -- (Estimate)
B14005m25	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: High school graduate (includes equivalency): Not in labor force: Population 16 to 19 years -- (Margin of Error)
B14005e26	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Population 16 to 19 years -- (Estimate)
B14005m26	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Population 16 to 19 years -- (Margin of Error)
B14005e27	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Employed: Population 16 to 19 years -- (Estimate)
B14005m27	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Employed: Population 16 to 19 years -- (Margin of Error)
B14005e28	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Unemployed: Population 16 to 19 years -- (Estimate)
B14005m28	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Unemployed: Population 16 to 19 years -- (Margin of Error)
B14005e29	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Not in labor force: Population 16 to 19 years -- (Estimate)
B14005m29	SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Not in labor force: Population 16 to 19 years -- (Margin of Error)
B14007e1	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Total: Population 3 years and over -- (Estimate)
B14007m1	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Total: Population 3 years and over -- (Margin of Error)
B14007e2	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Population 3 years and over -- (Estimate)
B14007m2	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Population 3 years and over -- (Margin of Error)
B14007e3	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in nursery school, preschool: Population 3 years and over -- (Estimate)
B14007m3	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in nursery school, preschool: Population 3 years and over -- (Margin of Error)
B14007e4	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in kindergarten: Population 3 years and over -- (Estimate)
B14007m4	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in kindergarten: Population 3 years and over -- (Margin of Error)
B14007e5	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 1: Population 3 years and over -- (Estimate)
B14007m5	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 1: Population 3 years and over -- (Margin of Error)
B14007e6	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 2: Population 3 years and over -- (Estimate)
B14007m6	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 2: Population 3 years and over -- (Margin of Error)
B14007e7	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 3: Population 3 years and over -- (Estimate)
B14007m7	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 3: Population 3 years and over -- (Margin of Error)
B14007e8	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 4: Population 3 years and over -- (Estimate)
B14007m8	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 4: Population 3 years and over -- (Margin of Error)
B14007e9	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 5: Population 3 years and over -- (Estimate)
B14007m9	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 5: Population 3 years and over -- (Margin of Error)
B14007e10	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 6: Population 3 years and over -- (Estimate)
B14007m10	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 6: Population 3 years and over -- (Margin of Error)
B14007e11	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 7: Population 3 years and over -- (Estimate)
B14007m11	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 7: Population 3 years and over -- (Margin of Error)
B14007e12	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 8: Population 3 years and over -- (Estimate)
B14007m12	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 8: Population 3 years and over -- (Margin of Error)
B14007e13	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 9: Population 3 years and over -- (Estimate)
B14007m13	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 9: Population 3 years and over -- (Margin of Error)
B14007e14	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 10: Population 3 years and over -- (Estimate)
B14007m14	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 10: Population 3 years and over -- (Margin of Error)
B14007e15	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 11: Population 3 years and over -- (Estimate)
B14007m15	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 11: Population 3 years and over -- (Margin of Error)
B14007e16	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 12: Population 3 years and over -- (Estimate)
B14007m16	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 12: Population 3 years and over -- (Margin of Error)
B14007e17	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in college, undergraduate years: Population 3 years and over -- (Estimate)
B14007m17	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in college, undergraduate years: Population 3 years and over -- (Margin of Error)
B14007e18	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Graduate or professional school: Population 3 years and over -- (Estimate)
B14007m18	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Graduate or professional school: Population 3 years and over -- (Margin of Error)
B14007e19	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Not enrolled in school: Population 3 years and over -- (Estimate)
B14007m19	SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Not enrolled in school: Population 3 years and over -- (Margin of Error)
B14007Ae1	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Total: White alone population 3 years and over -- (Estimate)
B14007Am1	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Total: White alone population 3 years and over -- (Margin of Error)
B14007Ae2	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: White alone population 3 years and over -- (Estimate)
B14007Am2	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: White alone population 3 years and over -- (Margin of Error)
B14007Ae3	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in nursery school, preschool: White alone population 3 years and over -- (Estimate)
B14007Am3	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in nursery school, preschool: White alone population 3 years and over -- (Margin of Error)
B14007Ae4	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in kindergarten: White alone population 3 years and over -- (Estimate)
B14007Am4	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in kindergarten: White alone population 3 years and over -- (Margin of Error)
B14007Ae5	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 1: White alone population 3 years and over -- (Estimate)
B14007Am5	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 1: White alone population 3 years and over -- (Margin of Error)
B14007Ae6	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 2: White alone population 3 years and over -- (Estimate)
B14007Am6	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 2: White alone population 3 years and over -- (Margin of Error)
B14007Ae7	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 3: White alone population 3 years and over -- (Estimate)
B14007Am7	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 3: White alone population 3 years and over -- (Margin of Error)
B14007Ae8	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 4: White alone population 3 years and over -- (Estimate)
B14007Am8	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 4: White alone population 3 years and over -- (Margin of Error)
B14007Ae9	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 5: White alone population 3 years and over -- (Estimate)
B14007Am9	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 5: White alone population 3 years and over -- (Margin of Error)
B14007Ae10	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 6: White alone population 3 years and over -- (Estimate)
B14007Am10	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 6: White alone population 3 years and over -- (Margin of Error)
B14007Ae11	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 7: White alone population 3 years and over -- (Estimate)
B14007Am11	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 7: White alone population 3 years and over -- (Margin of Error)
B14007Ae12	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 8: White alone population 3 years and over -- (Estimate)
B14007Am12	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 8: White alone population 3 years and over -- (Margin of Error)
B14007Ae13	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 9: White alone population 3 years and over -- (Estimate)
B14007Am13	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 9: White alone population 3 years and over -- (Margin of Error)
B14007Ae14	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 10: White alone population 3 years and over -- (Estimate)
B14007Am14	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 10: White alone population 3 years and over -- (Margin of Error)
B14007Ae15	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 11: White alone population 3 years and over -- (Estimate)
B14007Am15	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 11: White alone population 3 years and over -- (Margin of Error)
B14007Ae16	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 12: White alone population 3 years and over -- (Estimate)
B14007Am16	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 12: White alone population 3 years and over -- (Margin of Error)
B14007Ae17	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in college, undergraduate years: White alone population 3 years and over -- (Estimate)
B14007Am17	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in college, undergraduate years: White alone population 3 years and over -- (Margin of Error)
B14007Ae18	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Graduate or professional school: White alone population 3 years and over -- (Estimate)
B14007Am18	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Graduate or professional school: White alone population 3 years and over -- (Margin of Error)
B14007Ae19	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Not enrolled in school: White alone population 3 years and over -- (Estimate)
B14007Am19	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Not enrolled in school: White alone population 3 years and over -- (Margin of Error)
B14007Be1	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm1	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be2	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm2	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be3	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in nursery school, preschool: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm3	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in nursery school, preschool: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be4	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in kindergarten: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm4	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in kindergarten: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be5	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 1: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm5	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 1: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be6	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 2: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm6	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 2: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be7	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 3: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm7	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 3: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be8	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 4: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm8	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 4: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be9	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 5: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm9	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 5: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be10	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 6: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm10	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 6: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be11	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 7: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm11	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 7: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be12	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 8: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm12	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 8: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be13	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 9: Black or African American alone population 3 years and over -- (Estimate)
